Part No.,Part description,Group number,Group name
J3178 Repairs & Maintenance,J3178 Repairs & Maintenance,AG-00008,Tooling
J3179,Spark Erosion of oil way as sample provided,AG-00008,Tooling
J3179 Toolroom,J3179 Toolroom,AG-00008,Tooling
J3180,Open & Shut P20 Tool,AG-00008,Tooling
J3181,Sleeve to key way,AG-00008,Tooling
J3182 1996379D,"GUIDE, INFEED, MAIN TURRET",AG-00008,Tooling
J3183 1995388F,"END GUIDE, OUTER",AG-00008,Tooling
J3184 2382699D,"GUIDE, TRANSFER, RH",AG-00008,Tooling
J3185 2382696D,"GUIDE, TRANSFER, LH",AG-00008,Tooling
J3186 2383634C,STRIPPER GUIDE SUB ASSY,AG-00008,Tooling
J3187 2383651C,BOTTOM INFEED GUIDE SUB ASSY,AG-00008,Tooling
J3188 2383650C,TOP INFEED GUIDE SUB ASSY,AG-00008,Tooling
J3189 2382305D,"INNER GUIDES SUB ASSY, WAXER",AG-00008,Tooling
J3190 2382984F,"EXTENSION, TRANSFER TURRET",AG-00008,Tooling
J3191,Modification to Tooling p/n 8-718-661-942,AG-00008,Tooling
J3192,"Open & shut P20 Tool, Tab Gated, Cold Feed, Pin Ejection for Magna GP-Front Outer Grille RHS",AG-00008,Tooling
J3193,8718652367_Housing On-Off Tooling,AG-00008,Tooling
J3194,8718651014_Plux Housing Tooling,AG-00008,Tooling
J3195,8718654865_Support Tool,AG-00008,Tooling
J3196,8718650990_Cover On-Off Tooling,AG-00008,Tooling
J3197,Tooling mod to HG-084/HG-148 to lengthen pillars,AG-00008,Tooling
J3198,Tool mod to new FM109 mould,AG-00008,Tooling
J3199,Tool Adjust to 34mm Conduit Clip Mould,AG-00008,Tooling
J3200 -,6 Impression P20 tool,AG-00008,Tooling
J3201,Tool repair 010112-AU,AG-00008,Tooling
J3202,303 Stainless Steel Blanks,AG-00008,Tooling
J3203,"Spark Erosion, as shown from sample.",AG-00008,Tooling
J3204,HEAL BLOCK REPAIR TO V347/120 DOWELED AND WELD REPAIR HEAL,AG-00008,Tooling
J3205,End Cap Repair,AG-00008,Tooling
J3206,REC 13/10,AG-00008,Tooling
J3207,M76 Coupler,AG-00008,Tooling
J3208,2 Off Sprue Puller Bushes & FM154 Waterway refurb.,AG-00008,Tooling
J3209,Repair for Vivacon 500 core,AG-00008,Tooling
J3210,"8718699665 Flue Manifold Assembly Drill, provide 12.5mm hole in specified position",AG-00008,Tooling
J3211,"8718699665 Flue Manifold Assembly Drill, tool to blo existing hole.",AG-00008,Tooling
J3212,1 PG36 & 2 Blank Logo  Inserts,AG-00008,Tooling
J3213,Dashel Injection Moulded helmet Medium Tool,AG-00008,Tooling
J3214,Dashel Injection Moulded helmet Large Tool,AG-00008,Tooling
J3215,SPARK ERODE BROKEN CARBIDE CUTTER,AG-00008,Tooling
J3217,7716667 Condensate Trap,AG-00008,Tooling
J3218,"Large Saddle, Adjustments to Core Pins",AG-00008,Tooling
J3219 Hot Half for VN2 2+2+2 Tool,1st Stage Payment,AG-00008,Tooling
J3220,"X 2 OFF 1996379D - GUIDE, INFEED, MAIN TURRET",AG-00008,Tooling
J3221,Rear Cullisse,AG-00008,Tooling
J3222,Rear Cullisse.,AG-00008,Tooling
J3223,P&H11DL,AG-00008,Tooling
J3224,SPARK ERODE 4MM HEX X 8MM DEEP SIZE TO SUIT 4MM ALLEN KEY,AG-00008,Tooling
J3225,MP12/MP14 Core Pin Adaptors,AG-00008,Tooling
J3226,"Ejector Sleeves, 4 Piece.",AG-00008,Tooling
J3227,FPA25-MP21 Core Pin,AG-00008,Tooling
J3228,AL PLATES,AG-00008,Tooling
J3229,54mm Cap Nut,AG-00008,Tooling
J3230,Repair & Remove broken ejector pin - 1 Piece,AG-00008,Tooling
J3231,NPT Cores & Blades,AG-00008,Tooling
J3232,2 Off M35 x 2.0 Core Pins,AG-00008,Tooling
J3233,2 Off M20 Logo Inserts,AG-00008,Tooling
J3234,Supply & Fit Date Stamp,AG-00008,Tooling
J3236,Modification to 8718691372,AG-00008,Tooling
J3237,LTP20/LPT25 Seal Tool Repair,AG-00008,Tooling
J3238,Tool Mods to match RDS2206 REV4,AG-00008,Tooling
J3239,Tool Trial Charge,AG-00008,Tooling
J3240,250 Sample Parts,AG-00008,Tooling
J3241,"Aluminium material for F54 LCI Front Bumper, Checking Jig",AG-00008,Tooling
J3242,Sleeve to key way to drg 4068644,AG-00008,Tooling
J3243,FPA67 M/H Core Insert,AG-00008,Tooling
J3244,Cap Nut 80,AG-00008,Tooling
J3245,FM191 Slide Modifications,AG-00008,Tooling
J3246,"FM102-1, FM102-2 & FM102-3 Seal Moulds",AG-00008,Tooling
J3248,HG-107 MODS,AG-00008,Tooling
J3249,HG-106 MODS,AG-00008,Tooling
J3250,32 PC 8718683499 FITTING PRV,AG-00008,Tooling
J3251,FSAU10 SEAL TOOLING,AG-00008,Tooling
J3252,Modification of Vivacon 500 Body & Base,AG-00008,Tooling
J3253,"4123379 CUP GUIDE, LOWER RH",AG-00008,Tooling
J3254,"4123379 CUP GUIDE, UPPER, LH",AG-00008,Tooling
J3255,2 Imp tool to produce RSW32 Seal Moulding.,AG-00008,Tooling
J3256,Repair to Vivaflow 50 tooling,AG-00008,Tooling
J3257,HG-096 TOOL MOD TO ENABLE OPTIONAL M16 THREAD,AG-00008,Tooling
J3258,"2399194C GUIDE,LOWER/UPPER INFEED BTM",AG-00008,Tooling
J3259,2399199C UPPER TRANSFER TOP GUIDE,AG-00008,Tooling
J3260,2399198C UPPER INFEED LOWER GUIDE,AG-00008,Tooling
J3261,2399178C UPPER INFEED LOWER GUIDE,AG-00008,Tooling
J3263,"2399168C GUIDE, LOWER/UPPER INFEED BTM",AG-00008,Tooling
J3264,TOOL CHARGE - WORK ON TOOL 496-573-1887,AG-00008,Tooling
J3265,Repair Tool 060715-M,AG-00008,Tooling
J3266,Spark Eroding End Casing,AG-00008,Tooling
J3267,HG-097 tool modification to increase thickness of front to 4mm and boss lengths.,AG-00008,Tooling
J3268,Machine bolster MG3126 (Less M/H Cavity Plate) & MG3127 Complete bolster.,AG-00008,Tooling
J3269,20 off Denso Cylinder Connector,AG-00008,Tooling
J3270,54mm & 67mm Flange Tool,AG-00008,Tooling
J3272,Tool Repair,AG-00008,Tooling
J3273,"RE-CUT RUNNER ON 4IMP TOOL, AS WELL AS SUPPLYING AND FITTING 3 NEW DATE STAMPS",AG-00008,Tooling
J3274,Tool Modification for 489-001 and 358-001,AG-00008,Tooling
J3276,Tooling Charge,AG-00008,Tooling
J3277,Quote: GFG2019-00240 V2 - 8 IMP TOOLING 34mm CONVEX RING,AG-00008,Tooling
J3278,41mm CONVEX RING,AG-00008,Tooling
J3279,58mm CONVEX RING,AG-00008,Tooling
J3280,47mm CONVEX RING (ALREADY MANUFACTURED),AG-00008,Tooling
J3281,"Tool make ready requirements (water fittings, location rings)",AG-00008,Tooling
QRC female,Hyd Fitting,AG-00008,Tooling
QUOTE GFM2022-00212,"Remove Damage, Manufacture new H13, Spark insert & core pin,  Re-bed",AG-00008,Tooling
Salts 47mm repair hyd pipe connector,Salts 47mm repair hyd pipe connector,AG-00008,Tooling
T,Pipe connector,AG-00008,Tooling
Tooling,REPAIR/SERVICE,AG-00008,Tooling
Tooling repair for Cover Diverter Valve,8-718-225-374,AG-00008,Tooling
Tooling Repair for Cover Diverter Valve.,8718225374,AG-00008,Tooling
UPN-04,SWAGE FERRULE FOR BRAIDED HYDR,AG-00008,Tooling
UPN-08,SWAGE FERRULE FOR BRAIDED HYDR,AG-00008,Tooling
Z-06-10,SELF CENTRALISING IMPERIAL BON,AG-00008,Tooling
Z-08-10,SELF CENTRALISING IMPERIAL BON,AG-00008,Tooling
100SCX-12,100SCX - CONVOLUTED PTFE HOSE,AG-00018,Tool Room Items
178-0334,"Ega-Master Pipe Wrench, 355.6 mm Overall, 50.8mm Jaw Capacity, Metal Handle",AG-00018,Tool Room Items
186-4627,RS PRO LED Inspection Lamp,AG-00018,Tool Room Items
196-5700,"RS PRO FKM O-Ring, 8mm Bore, 12mm Outer Diameter",AG-00018,Tool Room Items
196-5707,"RS PRO FKM O-RingO-Ring, 14mm Bore, 18mm Outer Diameter",AG-00018,Tool Room Items
198-1864,Teng Tools 10mm Allen Socket With 1/2 in Drive,AG-00018,Tool Room Items
198-1864.,Teng Tools 10mm Allen Socket With 1/2 in Drive,AG-00018,Tool Room Items
198-1866,Teng Tools 12mm Allen Socket With 1/2 in Drive,AG-00018,Tool Room Items
198-1867,Teng Tools 14mm Allen Socket With 1/2 in Drive,AG-00018,Tool Room Items
198-1867.,Teng Tools 14mm Allen Socket With 1/2 in Drive,AG-00018,Tool Room Items
198-1868,Teng Tools 17mm Allen Socket With 1/2 in Drive,AG-00018,Tool Room Items
280-6406,"Pepperl + Fuchs 22mm, Inductive Sensor PNP-NO Output, 0.6 mm Detection , IP67",AG-00018,Tool Room Items
297-1572,"Allen 22 pieces Hex Key Set, L Shape 1.5mm Ball End",AG-00018,Tool Room Items
304-9115,"Kleffmann & Weese 1703 Feeler Gauge, 13 Blades",AG-00018,Tool Room Items
388-3606,"RS PRO 2.2kg Lift Capacity Magnetic, Telescopic Extendable Pick Up Tool, 635 mm Stainless Steel",AG-00018,Tool Room Items
447-8930,"Silver Steel Rod 20mm Diameter, 330mm",AG-00018,Tool Room Items
499-2414,"RS PRO Hex Key, L Shape 14mm",AG-00018,Tool Room Items
499-2436,"RS PRO Hex Key, L Shape 12mm",AG-00018,Tool Room Items
525-903,"RS PRO Steel, Hex Nut, M5",AG-00018,Tool Room Items
7551Q0753.,"Work involves laser welding nine inserts, cnc mill and bench. Sintered inserts to be supplied to en",AG-00018,Tool Room Items
794-7701,"Facom Hex Key, L Shape 17mm",AG-00018,Tool Room Items
801-12-12,801 SERIES (BSPP FEMALE),AG-00018,Tool Room Items
883-1631,"SP-CO Plunger Microswitch, 10 A",AG-00018,Tool Room Items
A-01720,Carbide Burs set of 10,AG-00018,Tool Room Items
CB10S,Carbide Burs set of 10,AG-00018,Tool Room Items
DP2030,Diamond points set of 30,AG-00018,Tool Room Items
DP2030.,Diamond points set of 30,AG-00018,Tool Room Items
FJI-22,FJI RANGE HOSE PROTECTION FIRE,AG-00018,Tool Room Items
J3216,7716667 Condensate Trap,AG-00018,Tool Room Items
SEN0869910K,M6-M24 CARBON STEEL THREADING SET IN CASE 45PC,AG-00018,Tool Room Items
SX1-12,FERRULE FOR PTFE HOSE-100SCX/100STX,AG-00018,Tool Room Items
Tool Room Items,MISC,AG-00018,Tool Room Items
• CUMSA FA 063205,Year Date Stamp,AG-00018,Tool Room Items
7551Q0753Repair change over inserts,"Work involves laser welding inserts, cnc mill and bench. Sintered inserts to be supplied to en",AG-00015,Service/Supply
8 718 682 094,Flue Cowl 31 Manifold,AG-00015,Service/Supply
874-22-08,874 SERIES (DKL FEMALE),AG-00015,Service/Supply
883-22-08,883 SERIES (DKL FEMALE 45 DEG),AG-00015,Service/Supply
A-02425,Oil Sample Analysis,AG-00015,Service/Supply
A-02447,PIOVAN SERVICE (3 man days labour),AG-00015,Service/Supply
A-02530,New Condenser Fan & Crank Case Heater On T2 Chiller,AG-00015,Service/Supply
A-02550,Piovan Maintenance Contract,AG-00015,Service/Supply
Break wheel cylinder,x 2,AG-00015,Service/Supply
Cap Study,15 off,AG-00015,Service/Supply
Chiller Maintenance Contract,Maintenance Contract,AG-00015,Service/Supply
D-06L/S,CUTTING RINGS,AG-00015,Service/Supply
DE0701604,Manometer -1 to +6 bar 63mm filled with glycerine,AG-00015,Service/Supply
Dims in Orange highlight,2 Parts 8 off each. 16 total.,AG-00015,Service/Supply
Engineer on site visit,On site engineer,AG-00015,Service/Supply
EVW-15L,ADJUSTABLE ELBOW COUPLINGS,AG-00015,Service/Supply
GM0001304,"Flat seal, 108 x 90 x 1.5 mm Heat Ex & 8000W element",AG-00015,Service/Supply
I.S.I.R,5 off,AG-00015,Service/Supply
Inner hub,seal x 2,AG-00015,Service/Supply
Investigation,"For the investigation and repair of handset E5-8840, s/n A001024457",AG-00015,Service/Supply
Labour Estimated 4 hours,.,AG-00015,Service/Supply
M-06L,TUBE NUTS,AG-00015,Service/Supply
MET-0610-WC,HYDRAULIC STEEL TUBE,AG-00015,Service/Supply
New forks & tyres,New 1200mm Class 2 fork arms (pair) & New 600x9 Solid Rear Tyres,AG-00015,Service/Supply
Outer hub,seal x 2,AG-00015,Service/Supply
Parts to Repair Brakes,"LH Brake shoe kit, RH Brake shoe kit, 2x Brake wheel cylinder, 2x Inner hub seal, 2x Outer hub seal.",AG-00015,Service/Supply
PFM35-08,PFM 350 BAR BRAIDED HOSE,AG-00015,Service/Supply
REPNSP4003,Coil Heater I/D=21 O/D=24.6 L=110 550W,AG-00015,Service/Supply
S151551000J,TC J MgO A SPILLO 1.5x150 CAVO L=1M,AG-00015,Service/Supply
Service,"(including parts, labour and travel)",AG-00015,Service/Supply
Service/Supply,Misc,AG-00015,Service/Supply
SERVICE1DA,Full Day System service/commissioning on site,AG-00015,Service/Supply
Training,Training,AG-00015,Service/Supply
UGACOR11,O Ring I/D =11.1 O/D=14.36 S=1.62,AG-00015,Service/Supply
UGBC440(2)SP,Noozle Bushing ER/ET Series 4000-4500 INOX STEEL,AG-00015,Service/Supply
UGTU4003,TUBO INOX E.28 Sp1.5x15. LT=110,AG-00015,Service/Supply
UPN- 08,SWAGE FERRULE FOR BRAIDED HYDR,AG-00015,Service/Supply
Vans MOT,MOT for Fiat Van reg YP17 NGE,AG-00015,Service/Supply
W-06L,EQUAL ELBOW COUPLING,AG-00015,Service/Supply
0000026057,Service all automation 4 x Robots 2 X Sprue pickers 1 x Tilt lever cell,AG-00009,Service/Subcontractors
01:02,Fault Diagnostic P&H van,AG-00009,Service/Subcontractors
2 Days R8 Robot training,2 Days R8 Robot training,AG-00009,Service/Subcontractors
2900001866,3000hr Service Kit,AG-00009,Service/Subcontractors
400400114,Cabinet Filter,AG-00009,Service/Subcontractors
74134,Cabinet Filter,AG-00009,Service/Subcontractors
A-00849,Hammerite.Direct to Rust Smooth Silver Metal Paint - 2.5ltr,AG-00009,Service/Subcontractors
A-02495,GPI LubriTek 46 Hydraulic Oil - Litres,AG-00009,Service/Subcontractors
A-02496,Site Visit Charge,AG-00009,Service/Subcontractors
A-02497,Hourly Labour Charge,AG-00009,Service/Subcontractors
A-02498,EA Hazardous Waste Note,AG-00009,Service/Subcontractors
A-02499,205ltr Waste Oil Disposal,AG-00009,Service/Subcontractors
A-02500,Arburg 28993 Oil Filter,AG-00009,Service/Subcontractors
A-02501,Delivery Charge - Filter,AG-00009,Service/Subcontractors
A-02508,Labour and travel to carry out the above Compressors Service Work. 5 hours Required,AG-00009,Service/Subcontractors
A-02510,Boge 3000PLUS Oil - 5Ltrs,AG-00009,Service/Subcontractors
A-02515,Environment oil waste charge for the safe disposal of all oil contaminated components,AG-00009,Service/Subcontractors
A-02516,Manufacturer Carriage,AG-00009,Service/Subcontractors
A-02520,One Year Maintenance Contract,AG-00009,Service/Subcontractors
A-02576,Relocate 1 air conditioning unit in the CMM room,AG-00009,Service/Subcontractors
A-02578,Labour/Travel,AG-00009,Service/Subcontractors
A-02579,KM71 - 2000 Service Kit,AG-00009,Service/Subcontractors
A-02582,Hydrovane Fluid Force Oil - 5ltrs,AG-00009,Service/Subcontractors
A-02722,Service all automation 4 x Robots 2 X Sprue pickers,AG-00009,Service/Subcontractors
A-02724,Service Of Wittmann Robot,AG-00009,Service/Subcontractors
A-02725,Service Of Wittmann Sprue Picker,AG-00009,Service/Subcontractors
Diagnose/ Repair,Diagnose/ Repair,AG-00009,Service/Subcontractors
Emergency call out site visit,and repair,AG-00009,Service/Subcontractors
ENG-VISIT,ESTIMATED CHARGE FOR SERVICE VISIT - HOURLY RATE,AG-00009,Service/Subcontractors
Estimated labour charge 2 Days,Estimated labour charge 2 Days,AG-00009,Service/Subcontractors
F12HS,Dryer Condenser Clean & Functionality Test,AG-00009,Service/Subcontractors
GTE5111MFO,Filter Element,AG-00009,Service/Subcontractors
GTE5111SMA,Filter Element,AG-00009,Service/Subcontractors
Labour and,travel for emergency call out,AG-00009,Service/Subcontractors
Machine Drain / Tank Clean / Re-fill-filter,Machine Drain / Tank Clean / Re-fill-filter,AG-00009,Service/Subcontractors
Mileage charge,Mileage charge,AG-00009,Service/Subcontractors
Option 2,Calibration & Optimisation,AG-00009,Service/Subcontractors
Option 3 Comprehensive Agreement Service & Calibration,Option 3 Comprehensive Agreement Service & Calibration,AG-00009,Service/Subcontractors
Ref 11536-07,Service Repair,AG-00009,Service/Subcontractors
Replace Fire panel batteries,Replace Fire panel batteries,AG-00009,Service/Subcontractors
Service repair Air Conditioning,Service full drain down and cleaning condenser re gassed reset temps sensors.,AG-00009,Service/Subcontractors
Service Supply,Service Supply,AG-00009,Service/Subcontractors
Service/Subcontractors,MISC,AG-00009,Service/Subcontractors
SERVICE1DAY,Full Day System Servive/commissioning,AG-00009,Service/Subcontractors
TM44,Energy efficiency inspection for air-conditioning,AG-00009,Service/Subcontractors
030-M637,GP CLEAR,AG-00001,Raw Materials
030-MPC3020U,TRIREX 3020U CLEAR POLYCARBONATE HOPELEX PC1220U,AG-00001,Raw Materials
7320-20999,ASA Luran S778 UV Black,AG-00001,Raw Materials
A-00379,PPHP P Black 20% TF MFI 9,AG-00001,Raw Materials
A-02450,Trinseo Magnum 3325MT Natural,AG-00001,Raw Materials
A-02451,Covestro T65XF Natural,AG-00001,Raw Materials
ABS AF312-A NAT,ABS,AG-00001,Raw Materials
ABSCOM -T4100,ABSCOM - T4100,AG-00001,Raw Materials
Arnite TV4 240 Black T5.03.10,Arnite TV4 240,AG-00001,Raw Materials
Calibre PC,603.3 Clear.,AG-00001,Raw Materials
CH800234SN,"Shadow PWJ, Magnum 3325MT",AG-00001,Raw Materials
CH900648SN,Stelis NBC for Terblend S NM31,AG-00001,Raw Materials
CH900658SN,Shadow PWJ  for Terblend S NM31,AG-00001,Raw Materials
CH900659SN,"Stelis NBC,  Bayblend TX65",AG-00001,Raw Materials
CH900676SN,Dusk Grey LVP masterbatch,AG-00001,Raw Materials
DBM/ABS1112/111057,Protronics trial material,AG-00001,Raw Materials
DBM/PA1261/111034,Natural U/V Masterbatch,AG-00001,Raw Materials
EZI- Grilon TSG 30/4 - MS-MAT-017,Grilon TSG 30/4 - MS-MAT-017,AG-00001,Raw Materials
F30-03 compound (blk),Iupital F30-03,AG-00001,Raw Materials
FORTRON 1131L4,FORTRON 1131L4,AG-00001,Raw Materials
Grilon TSG 30/4 FA White 9010/31,Grilon TSG,AG-00001,Raw Materials
Lexan 940A clear,Lexan 940A,AG-00001,Raw Materials
LG 121i,LG 121i ABS,AG-00001,Raw Materials
Makrolon 6485,Makrolon 6485,AG-00001,Raw Materials
Material,.,AG-00001,Raw Materials
Novodur HH-112,ABS Novodur,AG-00001,Raw Materials
PA6 Technyl,PA6 Technyl C202 NC,AG-00001,Raw Materials
Pantone 11-0602 TPX,Snow White Masterbatch,AG-00001,Raw Materials
PC - Luxus 20003 Black,PC - Luxus 20003 Black,AG-00001,Raw Materials
Plustek PA517 BK10,PA517 BK10,AG-00001,Raw Materials
PM1409NT,POM Homopolymer (PM1490NT),AG-00001,Raw Materials
PMMA CLEAR SUMIPLEX MH,PMMA,AG-00001,Raw Materials
POLYFORT,POLYFORT/PURGING,AG-00001,Raw Materials
PONACOM ABS 7520,PONACOM 7520,AG-00001,Raw Materials
PPC765-15NA,Braskem PP,AG-00001,Raw Materials
PUR00042,BLACK LIQUID DYE,AG-00001,Raw Materials
PUR00044,WHITE LIQUID DYE,AG-00001,Raw Materials
Ravamid B,Ravamid B GF 30 BK 45 NG RH BLACK,AG-00001,Raw Materials
RAW- Celanese Fortron PPS,SD3002*Black,AG-00001,Raw Materials
RYN545 BK,RYN545 BK,AG-00001,Raw Materials
Sabic 7251U,Cannock Polyprop,AG-00001,Raw Materials
TATREN IM6-56 NAT,PPCP,AG-00001,Raw Materials
Ultraform POM Polyacetal Natural,POM Polyacetal,AG-00001,Raw Materials
0092,SHRINK WRAP 400 x 300 x 15ml,AG-00006,Packaging
0167,"""PAPER BAG 7"""" x 9"""" (FOR LEVER TILT)""",AG-00006,Packaging
0291,300mm x 75mm Corrugated Roll,AG-00006,Packaging
031266,390x280x330mm,AG-00006,Packaging
0356,"""15"""" x 20"""" POLYBAG (500 PER BOX)",AG-00006,Packaging
0365,"""10"""" x 15"""" POLYBAG 250g""",AG-00006,Packaging
051205,392 x 280 x 600mm DW 0201G Plain box,AG-00006,Packaging
051972,380x275 mm Single Faced Layer Pad,AG-00006,Packaging
052760,530 X 330 X 400mm Type 1 box,AG-00006,Packaging
0877,Packing tape clear,AG-00006,Packaging
101022,Corrugated Roll,AG-00006,Packaging
101045,450MM X 75MM CORRUGATED PAPER,AG-00006,Packaging
103075,Bubble Wrap 750 x 100m,AG-00006,Packaging
104030,300mm x 300m Foam,AG-00006,Packaging
1155 Gripseal bag,5.5inch x 5.5inch,AG-00006,Packaging
1200 X 800 Refurbished Pallet,"Refurbished Wooden Pallet APUWP16 ISPM15 Heat Treated, Stamped & Certifcated",AG-00006,Packaging
1200mm x 800mm Euro Pallet,Euro pallet,AG-00006,Packaging
190127,"Paper Bag 7"" x 9"" (for Lever Tilt)",AG-00006,Packaging
201013,15 X 10 X 10,AG-00006,Packaging
201041,Box for HDU Base and Lid,AG-00006,Packaging
201042,18 x 12 x 12 box,AG-00006,Packaging
202008,457x305x305 DW BOX,AG-00006,Packaging
202011,508 x 406 x 406 DW,AG-00006,Packaging
202011..,508 X 406 X 406 DW.,AG-00006,Packaging
202034,610x254x330mm DW Boxes,AG-00006,Packaging
2044,POLYBAG 20 x 30 x 500 GAUGE HEAVY DUTY,AG-00006,Packaging
218003,1150 x 750mm  plain pallet layer pad,AG-00006,Packaging
3109,"""18"""" x 24"""" POLYBAG (400 PER BOX)",AG-00006,Packaging
401101,Roll 50mm x 150m Buff E-Tape Clear,AG-00006,Packaging
4513,8 x 10 POLYTHENE BAG 120gr,AG-00006,Packaging
502006,"""8x10"" Polythene Bag 120gr",AG-00006,Packaging
505013,"""15x20"" Polythene Bag (500/box)",AG-00006,Packaging
505014,"18""x24"" Poly Bag (400/box)",AG-00006,Packaging
506013,Poly Bag 20x30x500 gauge Heavy Duty,AG-00006,Packaging
508007,pg 7 plain reseal bags 5.5 x 5.5,AG-00006,Packaging
Brown tape,Brown tape,AG-00006,Packaging
Delivery charges,Delivery charges,AG-00006,Packaging
GPH5,390 x 280 x 269mm BOX,AG-00006,Packaging
GPH6,390 x 280 x 330mm BOX,AG-00006,Packaging
GPH7,392 x 280 x 600mm 150DW 0201G CARTON,AG-00006,Packaging
GPH8,380 x 275mm SINGLE FACED LAYER PAD,AG-00006,Packaging
Layer Pad GPH8,Layer pad 390mm x 275mm,AG-00006,Packaging
P/H LOGO TAPE,group tape.,AG-00006,Packaging
PBL0507,125 X 175MM 20mic (5 x 7) 8og,AG-00006,Packaging
PWMC-17PP,500MM X 190OMM Palletwrap,AG-00006,Packaging
Type 4 box,Type 4 560 x 450 x 500,AG-00006,Packaging
PP - L8309H 20% Talc Filled (Hironlen),PP - L8309H 20% Talc Filled (Hironlen),AG-00022,Obsolete Part
000030,KM5X100 (M5X100 CAP SCREW),AG-00010,Mouldshop Machine Spares
1.019,Sealing ring 12x12,AG-00010,Mouldshop Machine Spares
1.02,O sealing ring 23x2.5,AG-00010,Mouldshop Machine Spares
1/8 con,fitting,AG-00010,Mouldshop Machine Spares
105-146,"RS PRO BA9s Indicator Light, Clear, 30 V, 67 mA, 10000h",AG-00010,Mouldshop Machine Spares
113629,Cooling water regulator,AG-00010,Mouldshop Machine Spares
113631,Kühlwasseranschluß kpl,AG-00010,Mouldshop Machine Spares
114.65,Gland fitted seal D=90 Machine no. 165992 / 270 M 350 - 90,AG-00010,Mouldshop Machine Spares
114177,Kühlwasseranschluß kpl,AG-00010,Mouldshop Machine Spares
116.106,"Seal set, ejector 270 H/D/M  Machine no. 165992 / 270 M 350 - 90",AG-00010,Mouldshop Machine Spares
116.107,Seal set ejector 320 H/D/M,AG-00010,Mouldshop Machine Spares
117.724,Hydr. 5/3 prop. directional valve NG10 Machine no. 220090 / 470 C 1500 - 400,AG-00010,Mouldshop Machine Spares
120.727,Fan 24V,AG-00010,Mouldshop Machine Spares
124-8921,"Black Siren, 24 V dc",AG-00010,Mouldshop Machine Spares
14.196.,"Packing ring D=43,7/55,4",AG-00010,Mouldshop Machine Spares
14.197,"Packing ring D=44,5/53,7",AG-00010,Mouldshop Machine Spares
146-7803,"Schneider Electric XVM LED Beacon Tower - With Buzzer, 1 Light Elements, Red, 24 V ac/dc",AG-00010,Mouldshop Machine Spares
1618941U,USED PISTON ROD 45/52,AG-00010,Mouldshop Machine Spares
168.62,Linear roller bearing 69x27x19 (IMM2),AG-00010,Mouldshop Machine Spares
17.798,Sealing ring 47.22x3.53,AG-00010,Mouldshop Machine Spares
170-1710,"LR Pre-Configured Beacon Tower with Buzzer, 24 V dc",AG-00010,Mouldshop Machine Spares
174-4967,"48 W LED Ceiling Light Batten Batten, 220 → 240 V Batten, 2 Lamp, 1800 x 82 x 48 mm",AG-00010,Mouldshop Machine Spares
176-1275,"RS PRO Push-in Fitting, M5 Male to Push In 4 mm, Threaded-to-Tube Connection Style",AG-00010,Mouldshop Machine Spares
17704,"Support, movable mould platen1",AG-00010,Mouldshop Machine Spares
178-8044,"Eaton Door Coupling Handle for use with EN60204, NA Type Circuit Breaker",AG-00010,Mouldshop Machine Spares
178.309,Bushing D=30 L=25,AG-00010,Mouldshop Machine Spares
181-0858,"HARTING Han A Heavy Duty Power Connector Insert, 3 contacts, 10A, Male",AG-00010,Mouldshop Machine Spares
181-0870,"HARTING Han A Heavy Duty Power Connector Insert, 3 contacts, 10A, Female",AG-00010,Mouldshop Machine Spares
191.561,Open nozzle 40 L=106,AG-00010,Mouldshop Machine Spares
191051,Battery,AG-00010,Mouldshop Machine Spares
21.912,O sealing ring 13.3x2.4,AG-00010,Mouldshop Machine Spares
211-2375,"Schneider Electric Multi 9 C60SP MCB, 3P Poles, 20A Curve C, 440V AC, 15 kA Breaking Capacity, Resid",AG-00010,Mouldshop Machine Spares
217040030,nozzle band 230w 40mm 30mm (machines 1 + 10 + 11),AG-00010,Mouldshop Machine Spares
217040040,heater band 40mm 40mm 310w (nb 1),AG-00010,Mouldshop Machine Spares
225.445,Hydr. 4/3 directional valve,AG-00010,Mouldshop Machine Spares
230-4466,Eaton Enclosure for Use with PKZ0,AG-00010,Mouldshop Machine Spares
230-4467,Eaton Enclosure for Use with PKZ0,AG-00010,Mouldshop Machine Spares
234.418,"Compact Flash Card, Type I (M/C NO. 220328)",AG-00010,Mouldshop Machine Spares
235812,Water processor module,AG-00010,Mouldshop Machine Spares
241-354,Transponder Card (Super User Card),AG-00010,Mouldshop Machine Spares
241.455,"Kit, leakage oil line",AG-00010,Mouldshop Machine Spares
242,Seal D=21/27,AG-00010,Mouldshop Machine Spares
243-4770,"Georg Fischer Malleable Iron Fitting Reducer Bush, 3/4 in BSPT Male (Connection 1), 1/4 in BSPP Fema",AG-00010,Mouldshop Machine Spares
243-7145,iSemens 3.5 → 5 A Sirius Innovation Motor Protection Circuit Breaker,AG-00010,Mouldshop Machine Spares
24736,Ball Float,AG-00010,Mouldshop Machine Spares
248690,Arburg 200 M/C3 = Support Plate 26L=15,AG-00010,Mouldshop Machine Spares
253.653,"Seal set, injection unit 400 Machine S/N 220090 470c 1500-400",AG-00010,Mouldshop Machine Spares
254321,Plug connector 8/8P L=60,AG-00010,Mouldshop Machine Spares
255.048,Solid light yellow  (Beacon Arburg 200),AG-00010,Mouldshop Machine Spares
